name,position,team,xP,assists,bonus,bps,clean_sheets,clearances_blocks_interceptions,creativity,defensive_contribution,element,expected_assists,expected_goal_involvements,expected_goals,expected_goals_conceded,fixture,goals_conceded,goals_scored,ict_index,influence,kickoff_time,minutes,modified,opponent_team,own_goals,penalties_missed,penalties_saved,recoveries,red_cards,round,saves,selected,starts,tackles,team_a_score,team_h_score,threat,total_points,transfers_balance,transfers_in,transfers_out,value,was_home,yellow_cards
Murillo Costa dos Santos,DEF,Nott'm Forest,0.2,0,0,0,0,0,0.0,0,506,0.00,0.00,0.00,0.00,69,0,0,0.0,0.0,2025-10-05T13:00:00Z,0,False,15,0,0,0,0,0,7,0,298866,0,0,,,0.0,0,-60217,709,60926,54,False,0
Enzo Fernández,MID,Chelsea,3.0,0,0,0,0,0,0.0,0,237,0.00,0.00,0.00,0.00,65,0,0,0.0,0.0,2025-10-04T16:30:00Z,0,False,12,0,0,0,0,0,7,0,1706221,0,0,,,0.0,0,154108,240220,86112,67,True,0
Curtis Jones,MID,Liverpool,1.0,0,0,0,0,0,0.0,0,388,0.00,0.00,0.00,0.00,65,0,0,0.0,0.0,2025-10-04T16:30:00Z,0,False,7,0,0,0,0,0,7,0,9134,0,0,,,0.0,0,-94,465,559,54,False,0
Soungoutou Magassa,MID,West Ham,0.0,0,0,0,0,0,0.0,0,718,0.00,0.00,0.00,0.00,61,0,0,0.0,0.0,2025-10-04T14:00:00Z,0,False,1,0,0,0,0,0,7,0,813,0,0,,,0.0,0,30,110,80,50,False,0
Joe Gomez,DEF,Liverpool,0.5,0,0,0,0,0,0.0,0,376,0.00,0.00,0.00,0.00,65,0,0,0.0,0.0,2025-10-04T16:30:00Z,0,False,7,0,0,0,0,0,7,0,16607,0,0,,,0.0,0,-375,546,921,50,False,0
Brian Brobbey,FWD,Sunderland,0.0,0,0,0,0,0,0.0,0,730,0.00,0.00,0.00,0.00,68,0,0,0.0,0.0,2025-10-04T14:00:00Z,0,False,14,0,0,0,0,0,7,0,6985,0,0,,,0.0,0,-320,943,1263,55,False,0
Arnaud Kalimuendo,FWD,Nott'm Forest,0.3,0,0,0,0,0,0.0,0,696,0.00,0.00,0.00,0.00,69,0,0,0.0,0.0,2025-10-05T13:00:00Z,0,False,15,0,0,0,0,0,7,0,10836,0,0,,,0.0,0,-537,587,1124,60,False,0
Leo Fuhr Hjelde,DEF,Sunderland,0.0,0,0,0,0,0,0.0,0,536,0.00,0.00,0.00,0.00,68,0,0,0.0,0.0,2025-10-04T14:00:00Z,0,False,14,0,0,0,0,0,7,0,559,0,0,,,0.0,0,-4,25,29,40,False,0
Dan Ndoye,MID,Nott'm Forest,0.7,0,0,0,0,0,0.0,0,669,0.00,0.00,0.00,0.00,69,0,0,0.0,0.0,2025-10-05T13:00:00Z,0,False,15,0,0,0,0,0,7,0,265722,0,0,,,0.0,0,-79137,3973,83110,60,False,0
Malick Thiaw,DEF,Newcastle,3.0,0,0,0,0,0,0.0,0,684,0.00,0.00,0.00,0.00,69,0,0,0.0,0.0,2025-10-05T13:00:00Z,0,False,16,0,0,0,0,0,7,0,23362,0,0,,,0.0,0,4958,6071,1113,49,True,0
Patrick Dorgu,DEF,Man Utd,2.0,0,0,0,0,0,0.0,0,441,0.00,0.00,0.00,0.00,68,0,0,0.0,0.0,2025-10-04T14:00:00Z,0,False,17,0,0,0,0,0,7,0,573173,0,0,,,0.0,0,-45582,12540,58122,45,True,0
Lucas Pires Silva,DEF,Burnley,-0.5,0,0,0,0,0,0.0,0,195,0.00,0.00,0.00,0.00,62,0,0,0.0,0.0,2025-10-05T13:00:00Z,0,False,2,0,0,0,0,0,7,0,21506,0,0,,,0.0,0,-492,649,1141,39,False,0
Igor Thiago Nascimento Rodrigues,FWD,Brentford,3.5,0,0,0,0,0,0.0,0,136,0.00,0.00,0.00,0.00,64,0,0,0.0,0.0,2025-10-05T15:30:00Z,0,False,13,0,0,0,0,0,7,0,323939,0,0,,,0.0,0,112516,145385,32869,60,True,0
Matheus Santos Carneiro da Cunha,MID,Man Utd,1.3,0,0,0,0,0,0.0,0,450,0.00,0.00,0.00,0.00,68,0,0,0.0,0.0,2025-10-04T14:00:00Z,0,False,17,0,0,0,0,0,7,0,512942,0,0,,,0.0,0,-14552,23894,38446,80,True,0
Seung-Soo Park,MID,Newcastle,0.5,0,0,0,0,0,0.0,0,689,0.00,0.00,0.00,0.00,69,0,0,0.0,0.0,2025-10-05T13:00:00Z,0,False,16,0,0,0,0,0,7,0,31166,0,0,,,0.0,0,3673,6218,2545,44,True,0
Estêvão Almeida de Oliveira Gonçalves,MID,Chelsea,0.5,0,0,0,0,0,0.0,0,238,0.00,0.00,0.00,0.00,65,0,0,0.0,0.0,2025-10-04T16:30:00Z,0,False,12,0,0,0,0,0,7,0,210523,0,0,,,0.0,0,-20690,5480,26170,65,True,0
Illia Zabarnyi,DEF,Bournemouth,0.0,0,0,0,0,0,0.0,0,71,0.00,0.00,0.00,0.00,63,0,0,0.0,0.0,2025-10-03T19:00:00Z,0,False,10,0,0,0,0,0,7,0,3438,0,0,1,3,0.0,0,-104,0,104,50,True,0
Karl Hein,GK,Arsenal,0.0,0,0,0,0,0,0.0,0,3,0.00,0.00,0.00,0.00,61,0,0,0.0,0.0,2025-10-04T14:00:00Z,0,False,19,0,0,0,0,0,7,0,41629,0,0,,,0.0,0,-2897,0,2897,40,True,0
Frank Onyeka,MID,Brentford,-0.3,0,0,0,0,0,0.0,0,128,0.00,0.00,0.00,0.00,64,0,0,0.0,0.0,2025-10-05T15:30:00Z,0,False,13,0,0,0,0,0,7,0,7029,0,0,,,0.0,0,-248,175,423,50,True,0
Ryan Trevitt,MID,Brentford,0.0,0,0,0,0,0,0.0,0,134,0.00,0.00,0.00,0.00,64,0,0,0.0,0.0,2025-10-05T15:30:00Z,0,False,13,0,0,0,0,0,7,0,656,0,0,,,0.0,0,-30,0,30,45,True,0
Rodrigo Martins Gomes,DEF,Wolves,0.5,0,0,0,0,0,0.0,0,635,0.00,0.00,0.00,0.00,70,0,0,0.0,0.0,2025-10-05T13:00:00Z,0,False,6,0,0,0,0,0,7,0,11705,0,0,,,0.0,0,-750,271,1021,45,True,0
Samuel Iling-Junior,MID,Aston Villa,0.0,0,0,0,0,0,0.0,0,51,0.00,0.00,0.00,0.00,62,0,0,0.0,0.0,2025-10-05T13:00:00Z,0,False,3,0,0,0,0,0,7,0,3120,0,0,,,0.0,0,-366,0,366,55,True,0
Jefferson Lerma Solís,MID,Crystal Palace,1.0,0,0,0,0,0,0.0,0,272,0.00,0.00,0.00,0.00,66,0,0,0.0,0.0,2025-10-05T13:00:00Z,0,False,9,0,0,0,0,0,7,0,7032,0,0,,,0.0,0,-181,272,453,49,False,0
Mike Penders,GK,Chelsea,0.0,0,0,0,0,0,0.0,0,222,0.00,0.00,0.00,0.00,65,0,0,0.0,0.0,2025-10-04T16:30:00Z,0,False,12,0,0,0,0,0,7,0,427,0,0,,,0.0,0,-11,0,11,40,True,0
Leandro Trossard,MID,Arsenal,2.5,0,0,0,0,0,0.0,0,20,0.00,0.00,0.00,0.00,61,0,0,0.0,0.0,2025-10-04T14:00:00Z,0,False,19,0,0,0,0,0,7,0,35798,0,0,,,0.0,0,1933,3969,2036,69,True,0
Rodrigo 'Rodri' Hernandez Cascante,MID,Man City,2.3,0,0,0,0,0,0.0,0,421,0.00,0.00,0.00,0.00,64,0,0,0.0,0.0,2025-10-05T15:30:00Z,0,False,5,0,0,0,0,0,7,0,75205,0,0,,,0.0,0,-10877,1652,12529,64,False,0
Nikola Milenković,DEF,Nott'm Forest,0.5,0,0,0,0,0,0.0,0,505,0.00,0.00,0.00,0.00,69,0,0,0.0,0.0,2025-10-05T13:00:00Z,0,False,15,0,0,0,0,0,7,0,667209,0,0,,,0.0,0,-112825,3607,116432,54,False,0
Evann Guessand,MID,Aston Villa,2.0,0,0,0,0,0,0.0,0,677,0.00,0.00,0.00,0.00,62,0,0,0.0,0.0,2025-10-05T13:00:00Z,0,False,3,0,0,0,0,0,7,0,5567,0,0,,,0.0,0,258,784,526,63,True,0
Chris Mepham,DEF,Bournemouth,0.0,0,0,0,0,0,0.0,0,79,0.00,0.00,0.00,0.00,63,0,0,0.0,0.0,2025-10-03T19:00:00Z,0,False,10,0,0,0,0,0,7,0,12637,0,0,1,3,0.0,0,-875,0,875,40,True,0
Ethan Nwaneri,MID,Arsenal,1.5,0,0,0,0,0,0.0,0,25,0.00,0.00,0.00,0.00,61,0,0,0.0,0.0,2025-10-04T14:00:00Z,0,False,19,0,0,0,0,0,7,0,20638,0,0,,,0.0,0,-1316,717,2033,53,True,0
Divine Mukasa,MID,Man City,0.5,0,0,0,0,0,0.0,0,739,0.00,0.00,0.00,0.00,64,0,0,0.0,0.0,2025-10-05T15:30:00Z,0,False,5,0,0,0,0,0,7,0,1845,0,0,,,0.0,0,101,342,241,45,False,0
Jaidon Anthony,MID,Burnley,4.3,0,0,0,0,0,0.0,0,200,0.00,0.00,0.00,0.00,62,0,0,0.0,0.0,2025-10-05T13:00:00Z,0,False,2,0,0,0,0,0,7,0,777288,0,0,,,0.0,0,411927,439801,27874,57,False,0
Luke O'Nien,DEF,Sunderland,-0.5,0,0,0,0,0,0.0,0,539,0.00,0.00,0.00,0.00,68,0,0,0.0,0.0,2025-10-04T14:00:00Z,0,False,14,0,0,0,0,0,7,0,3437,0,0,,,0.0,0,441,623,182,40,False,0
Tyler Fredricson,DEF,Man Utd,0.5,0,0,0,0,0,0.0,0,446,0.00,0.00,0.00,0.00,68,0,0,0.0,0.0,2025-10-04T14:00:00Z,0,False,17,0,0,0,0,0,7,0,15661,0,0,,,0.0,0,-404,322,726,39,True,0
David Ozoh,MID,Crystal Palace,0.0,0,0,0,0,0,0.0,0,280,0.00,0.00,0.00,0.00,66,0,0,0.0,0.0,2025-10-05T13:00:00Z,0,False,9,0,0,0,0,0,7,0,180,0,0,,,0.0,0,-6,0,6,45,False,0
Tyler Dibling,MID,Everton,0.5,0,0,0,0,0,0.0,0,707,0.00,0.00,0.00,0.00,66,0,0,0.0,0.0,2025-10-05T13:00:00Z,0,False,8,0,0,0,0,0,7,0,2772,0,0,,,0.0,0,-76,252,328,55,True,0
Lewis Hall,DEF,Newcastle,2.3,0,0,0,0,0,0.0,0,473,0.00,0.00,0.00,0.00,69,0,0,0.0,0.0,2025-10-05T13:00:00Z,0,False,16,0,0,0,0,0,7,0,149016,0,0,,,0.0,0,-3310,7880,11190,53,True,0
Calvin Bassey,DEF,Fulham,3.5,0,0,1,0,4,1.0,5,318,0.00,0.00,0.00,1.12,63,3,0,1.6,14.6,2025-10-03T19:00:00Z,90,False,4,0,0,0,1,0,7,0,66542,1,1,1,3,0.0,1,-1571,3153,4724,45,False,0
Jayden Danns,FWD,Liverpool,0.5,0,0,0,0,0,0.0,0,398,0.00,0.00,0.00,0.00,65,0,0,0.0,0.0,2025-10-04T16:30:00Z,0,False,7,0,0,0,0,0,7,0,17289,0,0,,,0.0,0,-244,835,1079,44,False,0
Hwang Hee-chan,MID,Wolves,0.8,0,0,0,0,0,0.0,0,642,0.00,0.00,0.00,0.00,70,0,0,0.0,0.0,2025-10-05T13:00:00Z,0,False,6,0,0,0,0,0,7,0,19764,0,0,,,0.0,0,-1984,1232,3216,59,True,0
Lewis Dobbin,MID,Aston Villa,0.0,0,0,0,0,0,0.0,0,57,0.00,0.00,0.00,0.00,62,0,0,0.0,0.0,2025-10-05T13:00:00Z,0,False,3,0,0,0,0,0,7,0,3702,0,0,,,0.0,0,-145,0,145,50,True,0
Ben Winterburn,MID,Bournemouth,0.0,0,0,0,0,0,0.0,0,96,0.00,0.00,0.00,0.00,63,0,0,0.0,0.0,2025-10-03T19:00:00Z,0,False,10,0,0,0,0,0,7,0,5811,0,0,1,3,0.0,0,-479,0,479,45,True,0
Quilindschy Hartman,DEF,Burnley,1.7,0,0,0,0,0,0.0,0,192,0.00,0.00,0.00,0.00,62,0,0,0.0,0.0,2025-10-05T13:00:00Z,0,False,2,0,0,0,0,0,7,0,61749,0,0,,,0.0,0,1121,4982,3861,40,False,0
Erling Haaland,FWD,Man City,10.0,0,0,0,0,0,0.0,0,430,0.00,0.00,0.00,0.00,64,0,0,0.0,0.0,2025-10-05T15:30:00Z,0,False,5,0,0,0,0,0,7,0,7060510,0,0,,,0.0,0,1031965,1038671,6706,144,False,0
Matt Targett,DEF,Newcastle,0.0,0,0,0,0,0,0.0,0,484,0.00,0.00,0.00,0.00,69,0,0,0.0,0.0,2025-10-05T13:00:00Z,0,False,16,0,0,0,0,0,7,0,28951,0,0,,,0.0,0,-2474,0,2474,40,True,0
Kadan Young,MID,Aston Villa,0.5,0,0,0,0,0,0.0,0,63,0.00,0.00,0.00,0.00,62,0,0,0.0,0.0,2025-10-05T13:00:00Z,0,False,3,0,0,0,0,0,7,0,80187,0,0,,,0.0,0,3923,9651,5728,44,True,0
Ryan Gravenberch,MID,Liverpool,7.0,0,0,0,0,0,0.0,0,390,0.00,0.00,0.00,0.00,65,0,0,0.0,0.0,2025-10-04T16:30:00Z,0,False,7,0,0,0,0,0,7,0,688040,0,0,,,0.0,0,236197,270454,34257,56,False,0
Tariq Lamptey,DEF,Brighton,0.0,0,0,0,0,0,0.0,0,150,0.00,0.00,0.00,0.00,70,0,0,0.0,0.0,2025-10-05T13:00:00Z,0,False,20,0,0,0,0,0,7,0,16126,0,0,,,0.0,0,-1590,0,1590,44,False,0
Aaron Hickey,DEF,Brentford,0.3,0,0,0,0,0,0.0,0,116,0.00,0.00,0.00,0.00,64,0,0,0.0,0.0,2025-10-05T15:30:00Z,0,False,13,0,0,0,0,0,7,0,46132,0,0,,,0.0,0,-160,2290,2450,40,True,0
Roméo Lavia,MID,Chelsea,-0.3,0,0,0,0,0,0.0,0,244,0.00,0.00,0.00,0.00,65,0,0,0.0,0.0,2025-10-04T16:30:00Z,0,False,12,0,0,0,0,0,7,0,1777,0,0,,,0.0,0,201,268,67,49,True,0
Joe Anderson,DEF,Sunderland,-0.5,0,0,0,0,0,0.0,0,534,0.00,0.00,0.00,0.00,68,0,0,0.0,0.0,2025-10-04T14:00:00Z,0,False,14,0,0,0,0,0,7,0,56236,0,0,,,0.0,0,599,4503,3904,39,False,0
Martial Godo,MID,Fulham,0.0,0,0,0,0,0,0.0,0,333,0.00,0.00,0.00,0.00,63,0,0,0.0,0.0,2025-10-03T19:00:00Z,0,False,4,0,0,0,0,0,7,0,4238,0,0,1,3,0.0,0,-339,0,339,45,False,0
Odysseas Vlachodimos,GK,Newcastle,0.0,0,0,0,0,0,0.0,0,472,0.00,0.00,0.00,0.00,69,0,0,0.0,0.0,2025-10-05T13:00:00Z,0,False,16,0,0,0,0,0,7,0,2382,0,0,,,0.0,0,-113,0,113,40,True,0
Owen Bevan,DEF,Bournemouth,0.0,0,0,0,0,0,0.0,0,76,0.00,0.00,0.00,0.00,63,0,0,0.0,0.0,2025-10-03T19:00:00Z,0,False,10,0,0,0,0,0,7,0,19683,0,0,1,3,0.0,0,256,1158,902,39,True,0
Joshua Zirkzee,FWD,Man Utd,1.0,0,0,0,0,0,0.0,0,466,0.00,0.00,0.00,0.00,68,0,0,0.0,0.0,2025-10-04T14:00:00Z,0,False,17,0,0,0,0,0,7,0,46036,0,0,,,0.0,0,-1816,1776,3592,59,True,0
Malick Yalcouyé,MID,Brighton,0.0,0,0,0,0,0,0.0,0,174,0.00,0.00,0.00,0.00,70,0,0,0.0,0.0,2025-10-05T13:00:00Z,0,False,20,0,0,0,0,0,7,0,723,0,0,,,0.0,0,-23,0,23,50,False,0
Diogo Dalot Teixeira,DEF,Man Utd,0.7,0,0,0,0,0,0.0,0,440,0.00,0.00,0.00,0.00,68,0,0,0.0,0.0,2025-10-04T14:00:00Z,0,False,17,0,0,0,0,0,7,0,113864,0,0,,,0.0,0,-2131,3646,5777,44,True,0
Ollie Watkins,FWD,Aston Villa,3.5,0,0,0,0,0,0.0,0,64,0.00,0.00,0.00,0.00,62,0,0,0.0,0.0,2025-10-05T13:00:00Z,0,False,3,0,0,0,0,0,7,0,1212657,0,0,,,0.0,0,-4197,99199,103396,87,True,0
Luis Eduardo Soares da Silva,DEF,Nott'm Forest,0.0,0,0,0,0,0,0.0,0,729,0.00,0.00,0.00,0.00,69,0,0,0.0,0.0,2025-10-05T13:00:00Z,0,False,15,0,0,0,0,0,7,0,54,0,0,,,0.0,0,-7,0,7,45,False,0
Mikkel Damsgaard,MID,Brentford,2.0,0,0,0,0,0,0.0,0,121,0.00,0.00,0.00,0.00,64,0,0,0.0,0.0,2025-10-05T15:30:00Z,0,False,13,0,0,0,0,0,7,0,75488,0,0,,,0.0,0,-5228,2396,7624,58,True,0
Tyrique George,MID,Chelsea,-0.5,0,0,0,0,0,0.0,0,243,0.00,0.00,0.00,0.00,65,0,0,0.0,0.0,2025-10-04T16:30:00Z,0,False,12,0,0,0,0,0,7,0,7132,0,0,,,0.0,0,-84,448,532,49,True,0
Mathias Jensen,MID,Brentford,1.5,0,0,0,0,0,0.0,0,126,0.00,0.00,0.00,0.00,64,0,0,0.0,0.0,2025-10-05T15:30:00Z,0,False,13,0,0,0,0,0,7,0,8598,0,0,,,0.0,0,683,1165,482,49,True,0
Isaac Heath,MID,Everton,0.0,0,0,0,0,0,0.0,0,308,0.00,0.00,0.00,0.00,66,0,0,0.0,0.0,2025-10-05T13:00:00Z,0,False,8,0,0,0,0,0,7,0,2730,0,0,,,0.0,0,-162,0,162,45,True,0
Yasin Özcan,DEF,Aston Villa,0.0,0,0,0,0,0,0.0,0,46,0.00,0.00,0.00,0.00,62,0,0,0.0,0.0,2025-10-05T13:00:00Z,0,False,3,0,0,0,0,0,7,0,20915,0,0,,,0.0,0,-2127,0,2127,40,True,0
Tino Livramento,DEF,Newcastle,0.0,0,0,0,0,0,0.0,0,477,0.00,0.00,0.00,0.00,69,0,0,0.0,0.0,2025-10-05T13:00:00Z,0,False,16,0,0,0,0,0,7,0,862111,0,0,,,0.0,0,-267335,52655,319990,51,True,0
Maxime Estève,DEF,Burnley,1.0,0,0,0,0,0,0.0,0,191,0.00,0.00,0.00,0.00,62,0,0,0.0,0.0,2025-10-05T13:00:00Z,0,False,2,0,0,0,0,0,7,0,1684361,0,0,,,0.0,0,-106386,19518,125904,40,False,0
Andre Harriman-Annous,MID,Arsenal,0.5,0,0,0,0,0,0.0,0,711,0.00,0.00,0.00,0.00,61,0,0,0.0,0.0,2025-10-04T14:00:00Z,0,False,19,0,0,0,0,0,7,0,1240,0,0,,,0.0,0,4,114,110,45,True,0
Kobbie Mainoo,MID,Man Utd,1.3,0,0,0,0,0,0.0,0,458,0.00,0.00,0.00,0.00,68,0,0,0.0,0.0,2025-10-04T14:00:00Z,0,False,17,0,0,0,0,0,7,0,62518,0,0,,,0.0,0,-519,4414,4933,48,True,0
Cristhian Mosquera,DEF,Arsenal,2.7,0,0,0,0,0,0.0,0,662,0.00,0.00,0.00,0.00,61,0,0,0.0,0.0,2025-10-04T14:00:00Z,0,False,19,0,0,0,0,0,7,0,25306,0,0,,,0.0,0,-701,2426,3127,54,True,0
Matheus França de Oliveira,MID,Crystal Palace,0.0,0,0,0,0,0,0.0,0,279,0.00,0.00,0.00,0.00,66,0,0,0.0,0.0,2025-10-05T13:00:00Z,0,False,9,0,0,0,0,0,7,0,1040,0,0,,,0.0,0,-55,0,55,45,False,0
Nathan Aké,DEF,Man City,1.3,0,0,0,0,0,0.0,0,405,0.00,0.00,0.00,0.00,64,0,0,0.0,0.0,2025-10-05T15:30:00Z,0,False,5,0,0,0,0,0,7,0,80185,0,0,,,0.0,0,-2089,1927,4016,54,False,0
Tyrell Malacia,DEF,Man Utd,0.5,0,0,0,0,0,0.0,0,448,0.00,0.00,0.00,0.00,68,0,0,0.0,0.0,2025-10-04T14:00:00Z,0,False,17,0,0,0,0,0,7,0,44331,0,0,,,0.0,0,-1325,1442,2767,39,True,0
Samuel Amissah,DEF,Fulham,0.0,0,0,0,0,0,0.0,0,323,0.00,0.00,0.00,0.00,63,0,0,0.0,0.0,2025-10-03T19:00:00Z,0,False,4,0,0,0,0,0,7,0,17550,0,0,1,3,0.0,0,-357,412,769,39,False,0
Franco Umeh-Chibueze,MID,Crystal Palace,0.0,0,0,0,0,0,0.0,0,282,0.00,0.00,0.00,0.00,66,0,0,0.0,0.0,2025-10-05T13:00:00Z,0,False,9,0,0,0,0,0,7,0,2829,0,0,,,0.0,0,-274,0,274,45,False,0
Marc Guiu Paz,FWD,Chelsea,-0.5,0,0,0,0,0,0.0,0,252,0.00,0.00,0.00,0.00,65,0,0,0.0,0.0,2025-10-04T16:30:00Z,0,False,12,0,0,0,0,0,7,0,957269,0,0,,,0.0,0,-62467,51086,113553,43,True,0
Idrissa Gana Gueye,MID,Everton,3.8,0,0,0,0,0,0.0,0,302,0.00,0.00,0.00,0.00,66,0,0,0.0,0.0,2025-10-05T13:00:00Z,0,False,8,0,0,0,0,0,7,0,16919,0,0,,,0.0,0,533,2217,1684,54,True,0
Sávio Moreira de Oliveira,MID,Man City,1.5,0,0,0,0,0,0.0,0,415,0.00,0.00,0.00,0.00,64,0,0,0.0,0.0,2025-10-05T15:30:00Z,0,False,5,0,0,0,0,0,7,0,51985,0,0,,,0.0,0,137,2271,2134,69,False,0
Matthijs de Ligt,DEF,Man Utd,2.0,0,0,0,0,0,0.0,0,436,0.00,0.00,0.00,0.00,68,0,0,0.0,0.0,2025-10-04T14:00:00Z,0,False,17,0,0,0,0,0,7,0,337170,0,0,,,0.0,0,-4552,15298,19850,50,True,0
Séamus Coleman,DEF,Everton,0.0,0,0,0,0,0,0.0,0,294,0.00,0.00,0.00,0.00,66,0,0,0.0,0.0,2025-10-05T13:00:00Z,0,False,8,0,0,0,0,0,7,0,15460,0,0,,,0.0,0,-509,303,812,44,True,0
Jacob Ramsey,MID,Newcastle,0.5,0,0,0,0,0,0.0,0,52,0.00,0.00,0.00,0.00,69,0,0,0.0,0.0,2025-10-05T13:00:00Z,0,False,16,0,0,0,0,0,7,0,25840,0,0,,,0.0,0,-2217,140,2357,53,True,0
Nazarii Rusyn,FWD,Sunderland,0.0,0,0,0,0,0,0.0,0,564,0.00,0.00,0.00,0.00,68,0,0,0.0,0.0,2025-10-04T14:00:00Z,0,False,14,0,0,0,0,0,7,0,14713,0,0,,,0.0,0,-922,0,922,44,False,0
Tom Edozie,MID,Wolves,0.0,0,0,0,0,0,0.0,0,651,0.00,0.00,0.00,0.00,70,0,0,0.0,0.0,2025-10-05T13:00:00Z,0,False,6,0,0,0,0,0,7,0,49243,0,0,,,0.0,0,-1632,1625,3257,44,True,0
Kepa Arrizabalaga Revuelta,GK,Arsenal,0.5,0,0,0,0,0,0.0,0,2,0.00,0.00,0.00,0.00,61,0,0,0.0,0.0,2025-10-04T14:00:00Z,0,False,19,0,0,0,0,0,7,0,64932,0,0,,,0.0,0,-3442,461,3903,43,True,0
Ryan Sessegnon,MID,Fulham,4.8,0,2,32,0,4,13.8,10,328,0.12,0.52,0.40,1.12,63,3,1,8.6,45.6,2025-10-03T19:00:00Z,90,False,4,0,0,0,5,0,7,0,5053,1,1,1,3,27.0,9,27,549,522,54,False,0
Josh Nichols,DEF,Arsenal,0.5,0,0,0,0,0,0.0,0,15,0.00,0.00,0.00,0.00,61,0,0,0.0,0.0,2025-10-04T14:00:00Z,0,False,19,0,0,0,0,0,7,0,26585,0,0,,,0.0,0,972,2802,1830,39,True,0
Owen Dodgson,DEF,Burnley,0.0,0,0,0,0,0,0.0,0,189,0.00,0.00,0.00,0.00,62,0,0,0.0,0.0,2025-10-05T13:00:00Z,0,False,2,0,0,0,0,0,7,0,2018,0,0,,,0.0,0,-69,0,69,40,False,0
Dwight McNeil,MID,Everton,0.0,0,0,0,0,0,0.0,0,300,0.00,0.00,0.00,0.00,66,0,0,0.0,0.0,2025-10-05T13:00:00Z,0,False,8,0,0,0,0,0,7,0,16866,0,0,,,0.0,0,-1170,461,1631,56,True,0
Mads Hermansen,GK,West Ham,-0.3,0,0,0,0,0,0.0,0,679,0.00,0.00,0.00,0.00,61,0,0,0.0,0.0,2025-10-04T14:00:00Z,0,False,1,0,0,0,0,0,7,0,33870,0,0,,,0.0,0,-1298,1206,2504,45,False,0
Benjamin White,DEF,Arsenal,0.5,0,0,0,0,0,0.0,0,11,0.00,0.00,0.00,0.00,61,0,0,0.0,0.0,2025-10-04T14:00:00Z,0,False,19,0,0,0,0,0,7,0,53910,0,0,,,0.0,0,-1487,1842,3329,54,True,0
Igor Julio dos Santos de Paulo,DEF,West Ham,-0.3,0,0,0,0,0,0.0,0,149,0.00,0.00,0.00,0.00,61,0,0,0.0,0.0,2025-10-04T14:00:00Z,0,False,1,0,0,0,0,0,7,0,7019,0,0,,,0.0,0,57,429,372,45,False,0
Manuel Akanji,DEF,Man City,0.0,0,0,0,0,0,0.0,0,404,0.00,0.00,0.00,0.00,64,0,0,0.0,0.0,2025-10-05T15:30:00Z,0,False,5,0,0,0,0,0,7,0,40636,0,0,,,0.0,0,-2335,0,2335,54,False,0
Reece Welch,DEF,Everton,0.0,0,0,0,0,0,0.0,0,298,0.00,0.00,0.00,0.00,66,0,0,0.0,0.0,2025-10-05T13:00:00Z,0,False,8,0,0,0,0,0,7,0,17896,0,0,,,0.0,0,-396,366,762,39,True,0
Kyle Walker,DEF,Burnley,0.3,0,0,0,0,0,0.0,0,187,0.00,0.00,0.00,0.00,62,0,0,0.0,0.0,2025-10-05T13:00:00Z,0,False,2,0,0,0,0,0,7,0,186425,0,0,,,0.0,0,-9666,4804,14470,45,False,0
Jørgen Strand Larsen,FWD,Wolves,0.6,0,0,0,0,0,0.0,0,654,0.00,0.00,0.00,0.00,70,0,0,0.0,0.0,2025-10-05T13:00:00Z,0,False,6,0,0,0,0,0,7,0,168111,0,0,,,0.0,0,-4924,16035,20959,64,True,0
Kevin Danso,DEF,Spurs,0.7,0,0,0,0,0,0.0,0,570,0.00,0.00,0.00,0.00,67,0,0,0.0,0.0,2025-10-04T11:30:00Z,0,False,11,0,0,0,0,0,7,0,18338,0,0,,,0.0,0,-391,1051,1442,43,False,0
James Ward-Prowse,MID,West Ham,0.5,0,0,0,0,0,0.0,0,614,0.00,0.00,0.00,0.00,61,0,0,0.0,0.0,2025-10-04T14:00:00Z,0,False,1,0,0,0,0,0,7,0,27363,0,0,,,0.0,0,-2013,735,2748,58,False,0
Federico Chiesa,MID,Liverpool,1.5,0,0,0,0,0,0.0,0,385,0.00,0.00,0.00,0.00,65,0,0,0.0,0.0,2025-10-04T16:30:00Z,0,False,7,0,0,0,0,0,7,0,41496,0,0,,,0.0,0,4108,7283,3175,64,False,0
Rico Henry,DEF,Brentford,0.3,0,0,0,0,0,0.0,0,109,0.00,0.00,0.00,0.00,64,0,0,0.0,0.0,2025-10-05T15:30:00Z,0,False,13,0,0,0,0,0,7,0,14551,0,0,,,0.0,0,-608,277,885,44,True,0
Kai Havertz,FWD,Arsenal,0.0,0,0,0,0,0,0.0,0,30,0.00,0.00,0.00,0.00,61,0,0,0.0,0.0,2025-10-04T14:00:00Z,0,False,19,0,0,0,0,0,7,0,44160,0,0,,,0.0,0,-1395,89,1484,73,True,0
Kevin Schade,MID,Brentford,2.7,0,0,0,0,0,0.0,0,120,0.00,0.00,0.00,0.00,64,0,0,0.0,0.0,2025-10-05T15:30:00Z,0,False,13,0,0,0,0,0,7,0,55074,0,0,,,0.0,0,234,9255,9021,70,True,0
Miodrag Pivaš,DEF,Newcastle,0.5,0,0,0,0,0,0.0,0,483,0.00,0.00,0.00,0.00,69,0,0,0.0,0.0,2025-10-05T13:00:00Z,0,False,16,0,0,0,0,0,7,0,28171,0,0,,,0.0,0,-1071,615,1686,39,True,0
