name,position,team,xP,assists,bonus,bps,clean_sheets,clearances_blocks_interceptions,creativity,defensive_contribution,element,expected_assists,expected_goal_involvements,expected_goals,expected_goals_conceded,fixture,goals_conceded,goals_scored,ict_index,influence,kickoff_time,minutes,modified,opponent_team,own_goals,penalties_missed,penalties_saved,recoveries,red_cards,round,saves,selected,starts,tackles,team_a_score,team_h_score,threat,total_points,transfers_balance,transfers_in,transfers_out,value,was_home,yellow_cards
Jacob Slater,DEF,Brighton,0.0,0,0,0,0,0,0.0,0,155,0.00,0.00,0.00,0.00,70,0,0,0.0,0.0,2025-10-05T13:00:00Z,0,False,20,0,0,0,0,0,7,0,16699,0,0,,,0.0,0,-1656,0,1656,40,False,0
Lucas Bergvall,MID,Spurs,4.5,0,0,0,0,0,0.0,0,586,0.00,0.00,0.00,0.00,67,0,0,0.0,0.0,2025-10-04T11:30:00Z,0,False,11,0,0,0,0,0,7,0,84575,0,0,,,0.0,0,-112,10523,10635,54,False,0
Tyrone Mings,DEF,Aston Villa,1.0,0,0,0,0,0,0.0,0,40,0.00,0.00,0.00,0.00,62,0,0,0.0,0.0,2025-10-05T13:00:00Z,0,False,3,0,0,0,0,0,7,0,158097,0,0,,,0.0,0,-31074,2198,33272,45,True,0
Anthony Elanga,MID,Newcastle,1.3,0,0,0,0,0,0.0,0,486,0.00,0.00,0.00,0.00,69,0,0,0.0,0.0,2025-10-05T13:00:00Z,0,False,16,0,0,0,0,0,7,0,587250,0,0,,,0.0,0,-54053,13873,67926,69,True,0
Lamare Bogarde,DEF,Aston Villa,3.5,0,0,0,0,0,0.0,0,44,0.00,0.00,0.00,0.00,62,0,0,0.0,0.0,2025-10-05T13:00:00Z,0,False,3,0,0,0,0,0,7,0,86197,0,0,,,0.0,0,7306,12122,4816,40,True,0
Danny Welbeck,FWD,Brighton,3.5,0,0,0,0,0,0.0,0,178,0.00,0.00,0.00,0.00,70,0,0,0.0,0.0,2025-10-05T13:00:00Z,0,False,20,0,0,0,0,0,7,0,290829,0,0,,,0.0,0,63558,82321,18763,63,False,0
Lisandro Martínez,DEF,Man Utd,0.0,0,0,0,0,0,0.0,0,437,0.00,0.00,0.00,0.00,68,0,0,0.0,0.0,2025-10-04T14:00:00Z,0,False,17,0,0,0,0,0,7,0,9498,0,0,,,0.0,0,-347,41,388,49,True,0
Matheus Nunes,DEF,Man City,3.7,0,0,0,0,0,0.0,0,407,0.00,0.00,0.00,0.00,64,0,0,0.0,0.0,2025-10-05T15:30:00Z,0,False,5,0,0,0,0,0,7,0,55611,0,0,,,0.0,0,17382,20205,2823,53,False,0
Enzo Barrenechea,MID,Aston Villa,0.0,0,0,0,0,0,0.0,0,56,0.00,0.00,0.00,0.00,62,0,0,0.0,0.0,2025-10-05T13:00:00Z,0,False,3,0,0,0,0,0,7,0,52,0,0,,,0.0,0,0,0,0,50,True,0
Reinildo Mandava,DEF,Sunderland,0.0,0,0,0,0,0,0.0,0,541,0.00,0.00,0.00,0.00,68,0,0,0.0,0.0,2025-10-04T14:00:00Z,0,False,14,0,0,0,0,0,7,0,669078,0,0,,,0.0,0,-107732,761,108493,40,False,0
Cody Gakpo,MID,Liverpool,2.0,0,0,0,0,0,0.0,0,384,0.00,0.00,0.00,0.00,65,0,0,0.0,0.0,2025-10-04T16:30:00Z,0,False,7,0,0,0,0,0,7,0,1434059,0,0,,,0.0,0,-359392,34991,394383,75,False,0
Aaron Ramsey,MID,Burnley,0.0,0,0,0,0,0,0.0,0,211,0.00,0.00,0.00,0.00,62,0,0,0.0,0.0,2025-10-05T13:00:00Z,0,False,2,0,0,0,0,0,7,0,361549,0,0,,,0.0,0,-49136,0,49136,44,False,0
Eiran Cashin,DEF,Brighton,0.0,0,0,0,0,0,0.0,0,154,0.00,0.00,0.00,0.00,70,0,0,0.0,0.0,2025-10-05T13:00:00Z,0,False,20,0,0,0,0,0,7,0,752,0,0,,,0.0,0,-33,0,33,40,False,0
Isaac Schmidt,DEF,Leeds,0.0,0,0,0,0,0,0.0,0,349,0.00,0.00,0.00,0.00,67,0,0,0.0,0.0,2025-10-04T11:30:00Z,0,False,18,0,0,0,0,0,7,0,11580,0,0,,,0.0,0,-803,0,803,40,True,0
Jérémy Doku,MID,Man City,6.3,0,0,0,0,0,0.0,0,418,0.00,0.00,0.00,0.00,64,0,0,0.0,0.0,2025-10-05T15:30:00Z,0,False,5,0,0,0,0,0,7,0,932046,0,0,,,0.0,0,412142,442668,30526,66,False,0
Senne Lammens,GK,Man Utd,0.5,0,0,0,0,0,0.0,0,733,0.00,0.00,0.00,0.00,68,0,0,0.0,0.0,2025-10-04T14:00:00Z,0,False,17,0,0,0,0,0,7,0,16142,0,0,,,0.0,0,-465,1326,1791,50,True,0
Carlos Henrique Casimiro,MID,Man Utd,1.5,0,0,0,0,0,0.0,0,457,0.00,0.00,0.00,0.00,68,0,0,0.0,0.0,2025-10-04T14:00:00Z,0,False,17,0,0,0,0,0,7,0,26300,0,0,,,0.0,0,1002,2378,1376,55,True,0
Kjell Scherpen,GK,Brighton,0.0,0,0,0,0,0,0.0,0,142,0.00,0.00,0.00,0.00,70,0,0,0.0,0.0,2025-10-05T13:00:00Z,0,False,20,0,0,0,0,0,7,0,277,0,0,,,0.0,0,-9,0,9,40,False,0
Daniel James,MID,Leeds,0.0,0,0,0,0,0,0.0,0,353,0.00,0.00,0.00,0.00,67,0,0,0.0,0.0,2025-10-04T11:30:00Z,0,False,18,0,0,0,0,0,7,0,19312,0,0,,,0.0,0,-2731,209,2940,53,True,0
Marc Guéhi,DEF,Crystal Palace,5.0,0,0,0,0,0,0.0,0,260,0.00,0.00,0.00,0.00,66,0,0,0.0,0.0,2025-10-05T13:00:00Z,0,False,9,0,0,0,0,0,7,0,3642394,0,0,,,0.0,0,526259,558565,32306,48,False,0
Jason Steele,GK,Brighton,0.0,0,0,0,0,0,0.0,0,138,0.00,0.00,0.00,0.00,70,0,0,0.0,0.0,2025-10-05T13:00:00Z,0,False,20,0,0,0,0,0,7,0,37954,0,0,,,0.0,0,-1609,562,2171,44,False,0
Gabriel Martinelli Silva,MID,Arsenal,2.7,0,0,0,0,0,0.0,0,19,0.00,0.00,0.00,0.00,61,0,0,0.0,0.0,2025-10-04T14:00:00Z,0,False,19,0,0,0,0,0,7,0,149452,0,0,,,0.0,0,11827,21805,9978,69,True,0
Mohamed Salah,MID,Liverpool,4.5,0,0,0,0,0,0.0,0,381,0.00,0.00,0.00,0.00,65,0,0,0.0,0.0,2025-10-04T16:30:00Z,0,False,7,0,0,0,0,0,7,0,5036539,0,0,,,0.0,0,-708702,45559,754261,145,False,0
Angus Gunn,GK,Nott'm Forest,-0.5,0,0,0,0,0,0.0,0,675,0.00,0.00,0.00,0.00,69,0,0,0.0,0.0,2025-10-05T13:00:00Z,0,False,15,0,0,0,0,0,7,0,193173,0,0,,,0.0,0,-4127,1178,5305,40,False,0
Odsonne Édouard,FWD,Crystal Palace,0.0,0,0,0,0,0,0.0,0,285,0.00,0.00,0.00,0.00,66,0,0,0.0,0.0,2025-10-05T13:00:00Z,0,False,9,0,0,0,0,0,7,0,37039,0,0,,,0.0,0,-3344,0,3344,50,False,0
Vitaly Janelt,MID,Brentford,0.0,0,0,0,0,0,0.0,0,125,0.00,0.00,0.00,0.00,64,0,0,0.0,0.0,2025-10-05T15:30:00Z,0,False,13,0,0,0,0,0,7,0,1429,0,0,,,0.0,0,9,106,97,49,True,0
Walter Benítez,GK,Crystal Palace,0.0,0,0,0,0,0,0.0,0,254,0.00,0.00,0.00,0.00,66,0,0,0.0,0.0,2025-10-05T13:00:00Z,0,False,9,0,0,0,0,0,7,0,40497,0,0,,,0.0,0,-1993,242,2235,40,False,0
Eric da Silva Moreira,MID,Nott'm Forest,0.0,0,0,0,0,0,0.0,0,523,0.00,0.00,0.00,0.00,69,0,0,0.0,0.0,2025-10-05T13:00:00Z,0,False,15,0,0,0,0,0,7,0,9302,0,0,,,0.0,0,-746,0,746,45,False,0
Ferdi Kadıoğlu,DEF,Brighton,1.8,0,0,0,0,0,0.0,0,148,0.00,0.00,0.00,0.00,70,0,0,0.0,0.0,2025-10-05T13:00:00Z,0,False,20,0,0,0,0,0,7,0,17921,0,0,,,0.0,0,587,1614,1027,44,False,0
Jake O'Brien,DEF,Everton,2.2,0,0,0,0,0,0.0,0,293,0.00,0.00,0.00,0.00,66,0,0,0.0,0.0,2025-10-05T13:00:00Z,0,False,8,0,0,0,0,0,7,0,59471,0,0,,,0.0,0,-3067,1890,4957,50,True,0
Alex Paulsen,GK,Bournemouth,0.0,0,0,0,0,0,0.0,0,70,0.00,0.00,0.00,0.00,63,0,0,0.0,0.0,2025-10-03T19:00:00Z,0,False,10,0,0,0,0,0,7,0,10380,0,0,1,3,0.0,0,-595,0,595,40,True,0
Nathaniel Clyne,DEF,Crystal Palace,0.0,0,0,0,0,0,0.0,0,263,0.00,0.00,0.00,0.00,66,0,0,0.0,0.0,2025-10-05T13:00:00Z,0,False,9,0,0,0,0,0,7,0,60846,0,0,,,0.0,0,308,4024,3716,39,False,0
Yunus Emre Konak,MID,Brentford,-0.5,0,0,0,0,0,0.0,0,131,0.00,0.00,0.00,0.00,64,0,0,0.0,0.0,2025-10-05T15:30:00Z,0,False,13,0,0,0,0,0,7,0,26828,0,0,,,0.0,0,-463,1943,2406,44,True,0
Eli Junior Kroupi,FWD,Bournemouth,1.5,0,0,0,0,0,0.0,0,100,0.00,0.00,0.00,0.00,63,0,0,0.0,0.0,2025-10-03T19:00:00Z,0,False,10,0,0,0,0,0,7,0,205044,0,0,1,3,0.0,0,20730,38291,17561,45,True,0
Kalvin Phillips,MID,Man City,0.5,0,0,0,0,0,0.0,0,429,0.00,0.00,0.00,0.00,64,0,0,0.0,0.0,2025-10-05T15:30:00Z,0,False,5,0,0,0,0,0,7,0,7720,0,0,,,0.0,0,-210,236,446,49,False,0
Carlos Alcaraz Durán,MID,Everton,0.2,0,0,0,0,0,0.0,0,301,0.00,0.00,0.00,0.00,66,0,0,0.0,0.0,2025-10-05T13:00:00Z,0,False,8,0,0,0,0,0,7,0,11437,0,0,,,0.0,0,-606,296,902,53,True,0
Wilson Odobert,MID,Spurs,1.5,0,0,0,0,0,0.0,0,588,0.00,0.00,0.00,0.00,67,0,0,0.0,0.0,2025-10-04T11:30:00Z,0,False,11,0,0,0,0,0,7,0,3963,0,0,,,0.0,0,-69,228,297,53,False,0
Mike Trésor Ndayishimiye,MID,Burnley,-0.5,0,0,0,0,0,0.0,0,214,0.00,0.00,0.00,0.00,62,0,0,0.0,0.0,2025-10-05T13:00:00Z,0,False,2,0,0,0,0,0,7,0,9444,0,0,,,0.0,0,258,1071,813,44,False,0
Joško Gvardiol,DEF,Man City,3.5,0,0,0,0,0,0.0,0,403,0.00,0.00,0.00,0.00,64,0,0,0.0,0.0,2025-10-05T15:30:00Z,0,False,5,0,0,0,0,0,7,0,622286,0,0,,,0.0,0,20357,56102,35745,58,False,0
Altay Bayındır,GK,Man Utd,2.0,0,0,0,0,0,0.0,0,431,0.00,0.00,0.00,0.00,68,0,0,0.0,0.0,2025-10-04T14:00:00Z,0,False,17,0,0,0,0,0,7,0,54926,0,0,,,0.0,0,-58,4305,4363,50,True,0
Crysencio Summerville,MID,West Ham,1.0,0,0,0,0,0,0.0,0,615,0.00,0.00,0.00,0.00,61,0,0,0.0,0.0,2025-10-04T14:00:00Z,0,False,1,0,0,0,0,0,7,0,9544,0,0,,,0.0,0,1480,2598,1118,55,False,0
James McAtee,MID,Nott'm Forest,0.0,0,0,0,0,0,0.0,0,426,0.00,0.00,0.00,0.00,69,0,0,0.0,0.0,2025-10-05T13:00:00Z,0,False,15,0,0,0,0,0,7,0,13689,0,0,,,0.0,0,-876,542,1418,53,False,0
Albert Sambi Lokonga,MID,Arsenal,0.0,0,0,0,0,0,0.0,0,29,0.00,0.00,0.00,0.00,61,0,0,0.0,0.0,2025-10-04T14:00:00Z,0,False,19,0,0,0,0,0,7,0,8757,0,0,,,0.0,0,-636,0,636,45,True,0
Hannibal Mejbri,MID,Burnley,0.3,0,0,0,0,0,0.0,0,207,0.00,0.00,0.00,0.00,62,0,0,0.0,0.0,2025-10-05T13:00:00Z,0,False,2,0,0,0,0,0,7,0,16659,0,0,,,0.0,0,-945,533,1478,49,False,0
Yehor Yarmoliuk,MID,Brentford,2.5,0,0,0,0,0,0.0,0,129,0.00,0.00,0.00,0.00,64,0,0,0.0,0.0,2025-10-05T15:30:00Z,0,False,13,0,0,0,0,0,7,0,9233,0,0,,,0.0,0,840,1543,703,50,True,0
Sverre Nypan,MID,Man City,0.0,0,0,0,0,0,0.0,0,428,0.00,0.00,0.00,0.00,64,0,0,0.0,0.0,2025-10-05T15:30:00Z,0,False,5,0,0,0,0,0,7,0,1660,0,0,,,0.0,0,-48,0,48,50,False,0
Ethan Ampadu,MID,Leeds,1.7,0,0,0,0,0,0.0,0,354,0.00,0.00,0.00,0.00,67,0,0,0.0,0.0,2025-10-04T11:30:00Z,0,False,18,0,0,0,0,0,7,0,8377,0,0,,,0.0,0,161,1011,850,49,True,0
Tyrick Mitchell,DEF,Crystal Palace,4.5,0,0,0,0,0,0.0,0,258,0.00,0.00,0.00,0.00,66,0,0,0.0,0.0,2025-10-05T13:00:00Z,0,False,9,0,0,0,0,0,7,0,299624,0,0,,,0.0,0,52594,64472,11878,50,False,0
Claudio Echeverri,MID,Man City,0.0,0,0,0,0,0,0.0,0,425,0.00,0.00,0.00,0.00,64,0,0,0.0,0.0,2025-10-05T15:30:00Z,0,False,5,0,0,0,0,0,7,0,1416,0,0,,,0.0,0,-50,0,50,54,False,0
Gabriel Słonina,GK,Chelsea,-0.5,0,0,0,0,0,0.0,0,223,0.00,0.00,0.00,0.00,65,0,0,0.0,0.0,2025-10-04T16:30:00Z,0,False,12,0,0,0,0,0,7,0,12522,0,0,,,0.0,0,-141,364,505,40,True,0
Daichi Kamada,MID,Crystal Palace,2.5,0,0,0,0,0,0.0,0,271,0.00,0.00,0.00,0.00,66,0,0,0.0,0.0,2025-10-05T13:00:00Z,0,False,9,0,0,0,0,0,7,0,17480,0,0,,,0.0,0,3512,5693,2181,50,False,0
Florentino Ibrain Morris Luís,MID,Burnley,1.5,0,0,0,0,0,0.0,0,722,0.00,0.00,0.00,0.00,62,0,0,0.0,0.0,2025-10-05T13:00:00Z,0,False,2,0,0,0,0,0,7,0,1178,0,0,,,0.0,0,132,245,113,50,False,0
Andreas Hoelgebaum Pereira,MID,Fulham,0.0,0,0,0,0,0,0.0,0,327,0.00,0.00,0.00,0.00,63,0,0,0.0,0.0,2025-10-03T19:00:00Z,0,False,4,0,0,0,0,0,7,0,10251,0,0,1,3,0.0,0,-997,0,997,53,False,0
Milan Aleksić,MID,Sunderland,0.0,0,0,0,0,0,0.0,0,546,0.00,0.00,0.00,0.00,68,0,0,0.0,0.0,2025-10-04T14:00:00Z,0,False,14,0,0,0,0,0,7,0,2434,0,0,,,0.0,0,-126,0,126,49,False,0
Illan Meslier,GK,Leeds,-0.5,0,0,0,0,0,0.0,0,339,0.00,0.00,0.00,0.00,67,0,0,0.0,0.0,2025-10-04T11:30:00Z,0,False,18,0,0,0,0,0,7,0,55244,0,0,,,0.0,0,-2981,499,3480,44,True,0
Luis Díaz Marulanda,MID,Liverpool,0.0,0,0,0,0,0,0.0,0,383,0.00,0.00,0.00,0.00,65,0,0,0.0,0.0,2025-10-04T16:30:00Z,0,False,7,0,0,0,0,0,7,0,5986,0,0,,,0.0,0,-87,0,87,80,False,0
Marc Cucurella Saseta,DEF,Chelsea,-0.3,0,0,0,0,0,0.0,0,224,0.00,0.00,0.00,0.00,65,0,0,0.0,0.0,2025-10-04T16:30:00Z,0,False,12,0,0,0,0,0,7,0,2612010,0,0,,,0.0,0,-372032,25031,397063,61,True,0
Marcos Senesi Barón,DEF,Bournemouth,5.2,0,0,9,0,7,2.0,7,72,0.28,0.28,0.00,0.65,63,1,0,2.7,23.0,2025-10-03T19:00:00Z,77,False,10,0,0,0,2,0,7,0,2940581,1,0,1,3,2.0,2,705030,728338,23308,49,True,0
Ian Poveda-Ocampo,MID,Sunderland,-0.5,0,0,0,0,0,0.0,0,550,0.00,0.00,0.00,0.00,68,0,0,0.0,0.0,2025-10-04T14:00:00Z,0,False,14,0,0,0,0,0,7,0,2679,0,0,,,0.0,0,-62,43,105,49,False,0
James Hill,DEF,Bournemouth,2.2,0,0,27,1,1,2.3,3,77,0.16,0.16,0.00,0.26,63,0,0,1.2,9.6,2025-10-03T19:00:00Z,60,False,10,0,0,0,3,0,7,0,107467,1,2,1,3,0.0,6,-6354,3185,9539,40,True,0
Nectarios Triantis,MID,Sunderland,0.0,0,0,0,0,0,0.0,0,559,0.00,0.00,0.00,0.00,68,0,0,0.0,0.0,2025-10-04T14:00:00Z,0,False,14,0,0,0,0,0,7,0,6512,0,0,,,0.0,0,-754,0,754,44,False,0
Neco Williams,DEF,Nott'm Forest,2.3,0,0,0,0,0,0.0,0,508,0.00,0.00,0.00,0.00,69,0,0,0.0,0.0,2025-10-05T13:00:00Z,0,False,15,0,0,0,0,0,7,0,609278,0,0,,,0.0,0,-116770,4677,121447,49,False,0
Gabriel Fernando de Jesus,FWD,Arsenal,0.0,0,0,0,0,0,0.0,0,31,0.00,0.00,0.00,0.00,61,0,0,0.0,0.0,2025-10-04T14:00:00Z,0,False,19,0,0,0,0,0,7,0,4680,0,0,,,0.0,0,-101,84,185,64,True,0
Micky van de Ven,DEF,Spurs,4.7,0,0,0,0,0,0.0,0,575,0.00,0.00,0.00,0.00,67,0,0,0.0,0.0,2025-10-04T11:30:00Z,0,False,11,0,0,0,0,0,7,0,4171448,0,0,,,0.0,0,28519,134966,106447,48,False,0
Josh Cullen,MID,Burnley,2.3,0,0,0,0,0,0.0,0,205,0.00,0.00,0.00,0.00,62,0,0,0.0,0.0,2025-10-05T13:00:00Z,0,False,2,0,0,0,0,0,7,0,234837,0,0,,,0.0,0,1902,19789,17887,50,False,0
Marco Bizot,GK,Aston Villa,0.5,0,0,0,0,0,0.0,0,33,0.00,0.00,0.00,0.00,62,0,0,0.0,0.0,2025-10-05T13:00:00Z,0,False,3,0,0,0,0,0,7,0,70101,0,0,,,0.0,0,-4038,1391,5429,44,True,0
Martin Sherif,FWD,Everton,0.0,0,0,0,0,0,0.0,0,313,0.00,0.00,0.00,0.00,66,0,0,0.0,0.0,2025-10-05T13:00:00Z,0,False,8,0,0,0,0,0,7,0,21042,0,0,,,0.0,0,-2299,0,2299,44,True,0
Carl Rushworth,GK,Brighton,0.0,0,0,0,0,0,0.0,0,141,0.00,0.00,0.00,0.00,70,0,0,0.0,0.0,2025-10-05T13:00:00Z,0,False,20,0,0,0,0,0,7,0,313,0,0,,,0.0,0,-16,0,16,40,False,0
Timothy Castagne,DEF,Fulham,1.0,0,0,6,0,5,12.5,7,319,0.02,0.08,0.06,1.12,63,3,0,2.9,11.6,2025-10-03T19:00:00Z,90,False,4,0,0,0,6,0,7,0,13072,1,2,1,3,5.0,1,-321,475,796,44,False,0
Raúl Jiménez Rodríguez,FWD,Fulham,1.5,0,0,0,0,0,0.0,0,337,0.00,0.00,0.00,0.00,63,0,0,0.0,0.0,2025-10-03T19:00:00Z,0,False,4,0,0,0,0,0,7,0,111257,0,0,1,3,0.0,0,-13877,1743,15620,63,False,0
Dean Henderson,GK,Crystal Palace,2.5,0,0,0,0,0,0.0,0,253,0.00,0.00,0.00,0.00,66,0,0,0.0,0.0,2025-10-05T13:00:00Z,0,False,9,0,0,0,0,0,7,0,961958,0,0,,,0.0,0,29369,60621,31252,50,False,0
Adrien Truffert,DEF,Bournemouth,4.8,1,0,24,0,4,24.0,5,74,0.05,0.08,0.03,0.89,63,1,0,6.4,33.6,2025-10-03T19:00:00Z,90,False,10,0,0,0,6,0,7,0,236377,1,1,1,3,6.0,5,8811,25335,16524,45,True,0
Hannes Delcroix,DEF,Burnley,-0.5,0,0,0,0,0,0.0,0,188,0.00,0.00,0.00,0.00,62,0,0,0.0,0.0,2025-10-05T13:00:00Z,0,False,2,0,0,0,0,0,7,0,31841,0,0,,,0.0,0,-269,1457,1726,39,False,0
Philip Billing,MID,Bournemouth,0.0,0,0,0,0,0,0.0,0,89,0.00,0.00,0.00,0.00,63,0,0,0.0,0.0,2025-10-03T19:00:00Z,0,False,10,0,0,0,0,0,7,0,3433,0,0,1,3,0.0,0,-193,0,193,49,True,0
Aarón Anselmino,DEF,Chelsea,0.0,0,0,0,0,0,0.0,0,234,0.00,0.00,0.00,0.00,65,0,0,0.0,0.0,2025-10-04T16:30:00Z,0,False,12,0,0,0,0,0,7,0,8431,0,0,,,0.0,0,-379,0,379,40,True,0
Christopher Nkunku,MID,Chelsea,0.0,0,0,0,0,0,0.0,0,240,0.00,0.00,0.00,0.00,65,0,0,0.0,0.0,2025-10-04T16:30:00Z,0,False,12,0,0,0,0,0,7,0,11839,0,0,,,0.0,0,-434,0,434,59,True,0
Diego Gómez Amarilla,MID,Brighton,0.5,0,0,0,0,0,0.0,0,169,0.00,0.00,0.00,0.00,70,0,0,0.0,0.0,2025-10-05T13:00:00Z,0,False,20,0,0,0,0,0,7,0,13928,0,0,,,0.0,0,979,2042,1063,49,False,0
Gabriel Gudmundsson,DEF,Leeds,0.7,0,0,0,0,0,0.0,0,347,0.00,0.00,0.00,0.00,67,0,0,0.0,0.0,2025-10-04T11:30:00Z,0,False,18,0,0,0,0,0,7,0,685172,0,0,,,0.0,0,-10048,23399,33447,40,True,0
Vitor de Oliveira Nunes dos Reis,DEF,Man City,0.0,0,0,0,0,0,0.0,0,412,0.00,0.00,0.00,0.00,64,0,0,0.0,0.0,2025-10-05T15:30:00Z,0,False,5,0,0,0,0,0,7,0,637,0,0,,,0.0,0,-18,0,18,50,False,0
Wesley Fofana,DEF,Chelsea,0.0,0,0,0,0,0,0.0,0,230,0.00,0.00,0.00,0.00,65,0,0,0.0,0.0,2025-10-04T16:30:00Z,0,False,12,0,0,0,0,0,7,0,19262,0,0,,,0.0,0,-3347,70,3417,44,True,0
Manuel Benson Hedilazio,MID,Burnley,0.0,0,0,0,0,0,0.0,0,201,0.00,0.00,0.00,0.00,62,0,0,0.0,0.0,2025-10-05T13:00:00Z,0,False,2,0,0,0,0,0,7,0,2511,0,0,,,0.0,0,-288,0,288,54,False,0
Andrés García,DEF,Aston Villa,0.5,0,0,0,0,0,0.0,0,42,0.00,0.00,0.00,0.00,62,0,0,0.0,0.0,2025-10-05T13:00:00Z,0,False,3,0,0,0,0,0,7,0,32930,0,0,,,0.0,0,3844,5554,1710,39,True,0
Joe Knight,MID,Brighton,0.0,0,0,0,0,0,0.0,0,175,0.00,0.00,0.00,0.00,70,0,0,0.0,0.0,2025-10-05T13:00:00Z,0,False,20,0,0,0,0,0,7,0,10474,0,0,,,0.0,0,96,892,796,45,False,0
Romelle Donovan,MID,Brentford,-0.5,0,0,0,0,0,0.0,0,130,0.00,0.00,0.00,0.00,64,0,0,0.0,0.0,2025-10-05T15:30:00Z,0,False,13,0,0,0,0,0,7,0,12785,0,0,,,0.0,0,145,1128,983,45,True,0
Arthur Masuaku,DEF,Sunderland,-0.3,0,0,0,0,0,0.0,0,678,0.00,0.00,0.00,0.00,68,0,0,0.0,0.0,2025-10-04T14:00:00Z,0,False,14,0,0,0,0,0,7,0,70092,0,0,,,0.0,0,-2100,870,2970,40,False,0
Fabian Schär,DEF,Newcastle,2.5,0,0,0,0,0,0.0,0,474,0.00,0.00,0.00,0.00,69,0,0,0.0,0.0,2025-10-05T13:00:00Z,0,False,16,0,0,0,0,0,7,0,241223,0,0,,,0.0,0,-14698,10855,25553,54,True,0
Morgan Rogers,MID,Aston Villa,3.0,0,0,0,0,0,0.0,0,47,0.00,0.00,0.00,0.00,62,0,0,0.0,0.0,2025-10-05T13:00:00Z,0,False,3,0,0,0,0,0,7,0,687856,0,0,,,0.0,0,-27111,33588,60699,69,True,0
Takai Kōta,DEF,Spurs,0.2,0,0,0,0,0,0.0,0,577,0.00,0.00,0.00,0.00,67,0,0,0.0,0.0,2025-10-04T11:30:00Z,0,False,11,0,0,0,0,0,7,0,7412,0,0,,,0.0,0,-290,74,364,40,False,0
Randal Kolo Muani,FWD,Spurs,0.0,0,0,0,0,0,0.0,0,726,0.00,0.00,0.00,0.00,67,0,0,0.0,0.0,2025-10-04T11:30:00Z,0,False,11,0,0,0,0,0,7,0,19268,0,0,,,0.0,0,-6074,178,6252,69,False,0
Tosin Adarabioyo,DEF,Chelsea,0.0,0,0,0,0,0,0.0,0,232,0.00,0.00,0.00,0.00,65,0,0,0.0,0.0,2025-10-04T16:30:00Z,0,False,12,0,0,0,0,0,7,0,70118,0,0,,,0.0,0,-25831,158,25989,44,True,0
Largie Ramazani,MID,Leeds,0.0,0,0,0,0,0,0.0,0,357,0.00,0.00,0.00,0.00,67,0,0,0.0,0.0,2025-10-04T11:30:00Z,0,False,18,0,0,0,0,0,7,0,2334,0,0,,,0.0,0,-129,0,129,49,True,0
Josh King,MID,Fulham,1.5,0,0,8,1,2,1.7,2,335,0.02,0.03,0.01,0.45,63,0,0,1.2,1.2,2025-10-03T19:00:00Z,66,False,4,0,0,0,0,0,7,0,483381,1,0,1,3,9.0,3,13884,54260,40376,45,False,0
Tolu Arokodare,FWD,Wolves,1.2,0,0,0,0,0,0.0,0,720,0.00,0.00,0.00,0.00,70,0,0,0.0,0.0,2025-10-05T13:00:00Z,0,False,6,0,0,0,0,0,7,0,8460,0,0,,,0.0,0,-329,1267,1596,55,True,0
Đorđe Petrović,GK,Bournemouth,3.5,0,0,13,0,2,0.0,0,67,0.00,0.00,0.00,0.89,63,1,0,1.9,19.4,2025-10-03T19:00:00Z,90,False,10,0,0,0,9,0,7,3,689759,1,0,1,3,0.0,3,20309,51090,30781,45,True,0
Jadon Sancho,MID,Aston Villa,0.5,0,0,0,0,0,0.0,0,456,0.00,0.00,0.00,0.00,62,0,0,0.0,0.0,2025-10-05T13:00:00Z,0,False,3,0,0,0,0,0,7,0,25447,0,0,,,0.0,0,-3026,1354,4380,59,True,0
Callan McKenna,GK,Bournemouth,0.0,0,0,0,0,0,0.0,0,69,0.00,0.00,0.00,0.00,63,0,0,0.0,0.0,2025-10-03T19:00:00Z,0,False,10,0,0,0,0,0,7,0,25232,0,0,1,3,0.0,0,-614,300,914,40,True,0
James Wright,GK,Aston Villa,0.5,0,0,0,0,0,0.0,0,688,0.00,0.00,0.00,0.00,62,0,0,0.0,0.0,2025-10-05T13:00:00Z,0,False,3,0,0,0,0,0,7,0,61522,0,0,,,0.0,0,-1095,632,1727,40,True,0
Álex Jiménez Sánchez,DEF,Bournemouth,0.2,0,0,-1,0,1,0.9,1,713,0.00,0.00,0.00,0.63,63,1,0,0.6,2.6,2025-10-03T19:00:00Z,29,False,10,0,0,0,0,0,7,0,1963,0,0,1,3,2.0,1,125,344,219,45,True,0
Blondy Nna Noukeu,GK,Sunderland,-0.5,0,0,0,0,0,0.0,0,530,0.00,0.00,0.00,0.00,68,0,0,0.0,0.0,2025-10-04T14:00:00Z,0,False,14,0,0,0,0,0,7,0,15814,0,0,,,0.0,0,-295,277,572,40,False,0
Ahmed Abdullahi,FWD,Sunderland,-0.5,0,0,0,0,0,0.0,0,562,0.00,0.00,0.00,0.00,68,0,0,0.0,0.0,2025-10-04T14:00:00Z,0,False,14,0,0,0,0,0,7,0,48284,0,0,,,0.0,0,-1549,2257,3806,44,False,0
Kaden Rodney,MID,Crystal Palace,0.0,0,0,0,0,0,0.0,0,281,0.00,0.00,0.00,0.00,66,0,0,0.0,0.0,2025-10-05T13:00:00Z,0,False,9,0,0,0,0,0,7,0,5282,0,0,,,0.0,0,38,364,326,45,False,0
